dep;semaine;sursaud_cl_age_corona;Nbre_pass_Corona;Nbre_pass_tot;Nbre_hospit_Corona;Nbre_acte_corona;Nbre_acte_tot
72;2020-S12;B;107;547;16;;
72;2020-S12;C;74;397;20;;
72;2020-S12;D;18;155;4;;
72;2020-S12;E;22;271;19;;
72;2020-S13;0;275;1553;148;;
72;2020-S13;A;11;233;2;;
72;2020-S13;B;91;466;29;;
72;2020-S13;C;88;393;46;;
72;2020-S13;D;28;152;22;;
72;2020-S13;E;57;309;49;;
72;2020-S14;0;218;1487;139;;
72;2020-S14;A;2;243;0;;
72;2020-S14;B;71;453;29;;
72;2020-S14;C;58;340;31;;
72;2020-S14;D;30;154;26;;
72;2020-S14;E;56;296;53;;
73;2020-S10;0;0;1719;0;3;1046
73;2020-S10;A;0;269;0;0;273
73;2020-S10;B;0;711;0;1;505
73;2020-S10;C;0;418;0;1;163
73;2020-S10;D;0;149;0;0;43
73;2020-S10;E;0;172;0;1;62
73;2020-S11;0;0;1705;0;20;984
73;2020-S11;A;0;224;0;2;277
73;2020-S11;B;0;732;0;9;456
73;2020-S11;C;0;418;0;6;146
73;2020-S11;D;0;171;0;0;34
73;2020-S11;E;0;160;0;3;71
73;2020-S12;0;16;752;6;97;539
73;2020-S12;A;0;95;0;10;129
73;2020-S12;B;10;277;1;54;234
73;2020-S12;C;3;197;2;20;102
73;2020-S12;D;2;76;2;3;26
73;2020-S12;E;1;107;1;10;48
73;2020-S13;0;113;718;59;141;462
73;2020-S13;A;1;69;0;7;45
73;2020-S13;B;36;234;5;87;238
73;2020-S13;C;42;221;23;31;103
73;2020-S13;D;9;70;8;8;31
73;2020-S13;E;25;124;23;8;45
73;2020-S14;0;114;695;58;88;390
73;2020-S14;A;2;70;0;5;32
73;2020-S14;B;43;266;7;48;185
73;2020-S14;C;35;174;19;22;93
73;2020-S14;D;13;74;11;4;28
73;2020-S14;E;21;111;21;9;52
74;2020-S10;0;1;5067;0;4;1173
74;2020-S10;A;0;928;0;0;347
74;2020-S10;B;1;2161;0;3;517
74;2020-S10;C;0;991;0;1;162
74;2020-S10;D;0;409;0;0;52
74;2020-S10;E;0;578;0;0;95
74;2020-S11;0;24;4726;2;37;1163
74;2020-S11;A;1;898;0;3;301
74;2020-S11;B;14;2034;0;26;560
74;2020-S11;C;4;948;1;6;184
74;2020-S11;D;1;370;0;2;62
74;2020-S11;E;4;476;1;0;56
74;2020-S12;0;188;3031;62;145;854
74;2020-S12;A;1;504;1;12;218
74;2020-S12;B;86;1207;10;74;370
74;2020-S12;C;57;660;24;37;135
74;2020-S12;D;17;255;8;13;51
74;2020-S12;E;27;404;19;9;80
74;2020-S13;0;543;2669;200;183;819
74;2020-S13;A;4;320;1;6;139
74;2020-S13;B;206;986;21;106;375
74;2020-S13;C;195;674;79;52;160
74;2020-S13;D;60;275;42;8;59
74;2020-S13;E;78;414;57;11;86
74;2020-S14;0;396;2537;149;119;608
74;2020-S14;A;10;327;2;7;104
74;2020-S14;B;141;940;22;71;251
74;2020-S14;C;135;596;46;23;129
74;2020-S14;D;41;233;25;3;39
74;2020-S14;E;69;440;54;15;85
75;2020-S10;0;58;9662;34;43;8074
75;2020-S10;A;0;1982;0;11;2190
75;2020-S10;B;20;4134;2;22;3479
75;2020-S10;C;13;1906;8;7;1304
75;2020-S10;D;10;651;10;2;353
75;2020-S10;E;14;988;13;1;608
75;2020-S11;0;602;9915;121;320;8073
75;2020-S11;A;3;1803;2;37;1998
75;2020-S11;B;338;4570;17;179;3566
75;2020-S11;C;162;1985;38;70;1466
75;2020-S11;D;56;664;30;16;349
75;2020-S11;E;43;893;34;11;522
75;2020-S12;0;2138;7472;487;1050;5483
75;2020-S12;A;9;1005;1;66;914
75;2020-S12;B;1003;3033;53;534;2179
75;2020-S12;C;707;1942;177;308;1331
75;2020-S12;D;208;659;97;83;435
75;2020-S12;E;211;833;159;55;609
75;2020-S13;0;3598;7644;1073;1563;4627
75;2020-S13;A;16;756;7;47;444
75;2020-S13;B;1515;2956;114;642;1675
75;2020-S13;C;1315;2311;399;536;1300
75;2020-S13;D;368;743;227;183;510
75;2020-S13;E;384;878;326;143;658
75;2020-S14;0;2678;6460;894;1217;4460
75;2020-S14;A;17;704;3;42;413
75;2020-S14;B;1090;2494;98;469;1572
75;2020-S14;C;917;1781;289;425;1158
75;2020-S14;D;284;598;193;133;492
75;2020-S14;E;370;883;311;136;765
76;2020-S10;0;1;6957;1;0;841
76;2020-S10;A;0;1872;0;0;273
76;2020-S10;B;1;2596;1;0;436
76;2020-S10;C;0;1171;0;0;96
76;2020-S10;D;0;498;0;0;4
76;2020-S10;E;0;820;0;0;32
76;2020-S11;0;21;6600;5;5;841
76;2020-S11;A;0;1908;0;0;277
76;2020-S11;B;16;2385;1;5;407
76;2020-S11;C;2;1122;2;0;104
76;2020-S11;D;1;460;1;0;16
76;2020-S11;E;2;725;1;0;37
76;2020-S12;0;100;3653;28;61;632
76;2020-S12;A;0;847;0;7;202
76;2020-S12;B;39;1316;5;41;302
76;2020-S12;C;28;697;5;12;84
76;2020-S12;D;13;312;6;1;14
76;2020-S12;E;20;481;12;0;30
76;2020-S13;0;372;3453;107;95;423
76;2020-S13;A;5;735;0;6;89
76;2020-S13;B;159;1225;26;74;230
76;2020-S13;C;110;704;32;11;59
76;2020-S13;D;43;295;22;2;15
76;2020-S13;E;55;493;27;2;30
76;2020-S14;0;281;3470;99;82;398
76;2020-S14;A;0;597;0;12;79
76;2020-S14;B;118;1241;21;54;201
76;2020-S14;C;71;764;29;11;65
76;2020-S14;D;41;346;23;1;19
76;2020-S14;E;50;521;26;4;34
77;2020-S10;0;82;4154;6;2;2154
77;2020-S10;A;6;948;0;1;913
77;2020-S10;B;46;1783;4;0;895
77;2020-S10;C;26;767;0;1;243
77;2020-S10;D;3;273;1;0;45
77;2020-S10;E;1;383;1;0;57
77;2020-S11;0;219;4149;34;57;2296
77;2020-S11;A;3;868;1;3;917
77;2020-S11;B;133;1893;14;39;929
77;2020-S11;C;72;805;13;13;339
77;2020-S11;D;7;251;3;2;62
77;2020-S11;E;4;332;3;0;49
77;2020-S12;0;335;2689;135;236;1710
77;2020-S12;A;1;397;1;21;518
77;2020-S12;B;157;1126;32;148;731
77;2020-S12;C;124;707;55;58;327
77;2020-S12;D;22;182;21;9;69
77;2020-S12;E;31;277;26;0;65
77;2020-S13;0;743;2806;332;362;1450
77;2020-S13;A;9;304;1;28;296
77;2020-S13;B;301;1160;81;203;624
77;2020-S13;C;307;817;150;100;357
77;2020-S13;D;64;224;47;18;81
77;2020-S13;E;62;301;53;11;89
77;2020-S14;0;499;2352;292;278;1168
77;2020-S14;A;4;266;2;18;209
77;2020-S14;B;149;928;58;138;500
77;2020-S14;C;202;668;117;86;267
77;2020-S14;D;67;203;52;18;85
77;2020-S14;E;77;287;63;18;107
78;2020-S10;0;18;6001;9;3;1412
78;2020-S10;A;0;1417;0;0;581
78;2020-S10;B;7;2414;0;2;522
78;2020-S10;C;3;1132;1;1;180
78;2020-S10;D;3;347;3;0;50
78;2020-S10;E;5;691;5;0;79
78;2020-S11;0;129;5909;22;77;1449
78;2020-S11;A;1;1444;0;23;561
78;2020-S11;B;73;2411;4;30;568
78;2020-S11;C;31;1087;4;15;193
78;2020-S11;D;12;358;5;6;60
78;2020-S11;E;12;608;9;3;67
78;2020-S12;0;167;3520;64;229;1219
78;2020-S12;A;3;546;1;27;347
78;2020-S12;B;58;1442;12;112;475
78;2020-S12;C;54;839;21;61;254
78;2020-S12;D;16;244;8;10;45
78;2020-S12;E;36;449;22;19;98
78;2020-S13;0;664;3591;253;354;1116
78;2020-S13;A;10;460;5;35;207
78;2020-S13;B;250;1425;35;164;438
78;2020-S13;C;222;950;80;106;275
78;2020-S13;D;80;293;51;25;86
78;2020-S13;E;102;462;82;24;110
78;2020-S14;0;568;3121;239;194;855
78;2020-S14;A;9;473;3;14;139
78;2020-S14;B;201;1183;26;101;338
78;2020-S14;C;180;762;81;52;194
78;2020-S14;D;66;277;46;13;53
78;2020-S14;E;112;426;83;14;131
79;2020-S10;0;1;1580;0;;
79;2020-S10;A;1;233;0;;
79;2020-S10;B;0;588;0;;
79;2020-S10;C;0;369;0;;
79;2020-S10;D;0;146;0;;
79;2020-S10;E;0;244;0;;
79;2020-S11;0;15;1657;0;;
79;2020-S11;A;0;333;0;;
79;2020-S11;B;10;612;0;;
79;2020-S11;C;4;334;0;;
79;2020-S11;D;1;123;0;;
79;2020-S11;E;0;255;0;;
79;2020-S12;0;36;873;7;;
79;2020-S12;A;0;134;0;;
79;2020-S12;B;18;295;1;;
79;2020-S12;C;10;182;1;;
79;2020-S12;D;5;94;2;;
79;2020-S12;E;3;168;3;;
79;2020-S13;0;71;895;23;;
79;2020-S13;A;0;107;0;;
79;2020-S13;B;33;306;4;;
79;2020-S13;C;23;231;5;;
79;2020-S13;D;5;73;4;;
79;2020-S13;E;10;178;10;;
79;2020-S14;0;68;901;26;;
79;2020-S14;A;1;90;0;;
79;2020-S14;B;33;334;4;;
79;2020-S14;C;19;201;11;;
79;2020-S14;D;6;84;4;;
79;2020-S14;E;9;192;7;;
80;2020-S10;0;4;2836;0;0;2128
80;2020-S10;A;0;710;0;0;616
80;2020-S10;B;3;973;0;0;1053
80;2020-S10;C;1;491;0;0;279
80;2020-S10;D;0;248;0;0;74
80;2020-S10;E;0;414;0;0;105
80;2020-S11;0;61;2618;27;34;2207
80;2020-S11;A;3;671;1;4;660
80;2020-S11;B;30;904;8;18;1106
80;2020-S11;C;18;464;9;9;295
80;2020-S11;D;4;195;3;2;61
80;2020-S11;E;6;384;6;1;84
80;2020-S12;0;234;1757;92;278;1656
80;2020-S12;A;9;314;3;33;381
80;2020-S12;B;78;560;4;159;823
80;2020-S12;C;62;375;22;63;314
80;2020-S12;D;22;178;15;8;48
80;2020-S12;E;63;330;48;15;89
80;2020-S13;0;364;1603;164;395;1211
80;2020-S13;A;5;204;2;58;241
80;2020-S13;B;109;516;12;195;587
80;2020-S13;C;95;357;29;83;233
80;2020-S13;D;64;219;49;21;61
80;2020-S13;E;91;307;72;38;89
80;2020-S14;0;226;1528;111;279;1024
80;2020-S14;A;4;228;1;35;159
80;2020-S14;B;70;483;5;151;505
80;2020-S14;C;63;351;31;68;234
80;2020-S14;D;44;181;36;8;49
80;2020-S14;E;45;285;38;17;77
81;2020-S10;0;2;2114;0;;
81;2020-S10;A;0;443;0;;
81;2020-S10;B;0;794;0;;
81;2020-S10;C;0;387;0;;
81;2020-S10;D;2;194;0;;
81;2020-S10;E;0;296;0;;
81;2020-S11;0;55;1899;9;;
81;2020-S11;A;6;393;1;;
81;2020-S11;B;30;710;2;;
81;2020-S11;C;12;344;1;;
81;2020-S11;D;1;163;0;;
81;2020-S11;E;6;289;5;;
81;2020-S12;0;40;985;10;;
81;2020-S12;A;2;141;1;;
81;2020-S12;B;20;323;3;;
81;2020-S12;C;14;211;2;;
81;2020-S12;D;0;104;0;;
81;2020-S12;E;4;206;4;;
81;2020-S13;0;35;940;8;;
81;2020-S13;A;0;105;0;;
81;2020-S13;B;19;318;1;;
81;2020-S13;C;8;221;2;;
81;2020-S13;D;3;105;1;;
81;2020-S13;E;5;191;4;;
81;2020-S14;0;134;966;48;;
81;2020-S14;A;3;87;1;;
81;2020-S14;B;44;299;9;;
81;2020-S14;C;51;257;10;;
81;2020-S14;D;15;101;10;;
81;2020-S14;E;21;222;18;;
82;2020-S10;0;6;1061;0;;
82;2020-S10;A;2;220;0;;
82;2020-S10;B;0;394;0;;
82;2020-S10;C;2;219;0;;
82;2020-S10;D;0;63;0;;
82;2020-S10;E;2;165;0;;
82;2020-S11;0;49;1008;14;;
82;2020-S11;A;5;232;2;;
82;2020-S11;B;23;364;2;;
82;2020-S11;C;13;180;3;;
82;2020-S11;D;4;92;3;;
82;2020-S11;E;4;140;4;;
82;2020-S12;0;140;689;34;;
82;2020-S12;A;16;118;9;;
82;2020-S12;B;55;249;4;;
82;2020-S12;C;45;157;6;;
82;2020-S12;D;8;55;3;;
82;2020-S12;E;16;110;12;;
82;2020-S13;0;178;613;58;;
82;2020-S13;A;18;84;5;;
82;2020-S13;B;55;186;9;;
82;2020-S13;C;54;160;13;;
82;2020-S13;D;20;64;12;;
82;2020-S13;E;31;119;19;;
82;2020-S14;0;149;636;65;;
82;2020-S14;A;8;79;2;;
82;2020-S14;B;49;246;8;;
82;2020-S14;C;49;156;17;;
82;2020-S14;D;7;54;6;;
82;2020-S14;E;36;101;32;;
83;2020-S10;0;4;4731;4;2;4016
83;2020-S10;A;0;986;0;1;1314
83;2020-S10;B;0;1494;0;1;1399
83;2020-S10;C;0;880;0;0;594
83;2020-S10;D;2;447;2;0;250
83;2020-S10;E;2;924;2;0;436
83;2020-S11;0;40;4506;19;126;3935
83;2020-S11;A;6;1005;1;24;1354
83;2020-S11;B;11;1474;5;72;1419
83;2020-S11;C;11;854;4;25;584
83;2020-S11;D;5;411;2;3;195
83;2020-S11;E;7;762;7;0;350
83;2020-S12;0;147;2825;73;709;3133
83;2020-S12;A;7;424;2;158;880
83;2020-S12;B;53;889;13;338;1138
83;2020-S12;C;45;642;21;131;529
83;2020-S12;D;16;314;12;42;213
83;2020-S12;E;26;556;25;39;366
83;2020-S13;0;401;2619;225;675;2493
83;2020-S13;A;3;276;1;60;388
83;2020-S13;B;136;903;46;352;1007
83;2020-S13;C;137;659;65;173;527
83;2020-S13;D;52;288;44;40;218
83;2020-S13;E;73;493;69;49;347
83;2020-S14;0;365;2639;205;467;2268
83;2020-S14;A;4;282;1;50;331
83;2020-S14;B;127;903;40;262;824
83;2020-S14;C;125;631;70;95;446
83;2020-S14;D;32;300;24;26;240
83;2020-S14;E;77;523;70;33;422
84;2020-S10;0;2;3579;2;0;364
84;2020-S10;A;0;816;0;0;108
84;2020-S10;B;1;1231;1;0;145
84;2020-S10;C;1;648;1;0;62
84;2020-S10;D;0;348;0;0;18
84;2020-S10;E;0;536;0;0;31
84;2020-S11;0;26;3274;17;5;170
84;2020-S11;A;2;771;2;2;38
84;2020-S11;B;9;1085;4;2;73
84;2020-S11;C;4;611;1;1;27
84;2020-S11;D;4;312;3;0;6
84;2020-S11;E;7;495;7;0;26
84;2020-S12;0;95;2078;39;2;165
84;2020-S12;A;4;381;1;1;36
84;2020-S12;B;36;699;6;1;75
84;2020-S12;C;28;442;11;0;34
84;2020-S12;D;9;205;7;0;6
84;2020-S12;E;18;351;14;0;14
84;2020-S13;0;167;1824;96;28;227
84;2020-S13;A;1;250;0;1;29
84;2020-S13;B;50;599;19;19;105
84;2020-S13;C;60;475;26;5;58
84;2020-S13;D;22;198;17;1;13
84;2020-S13;E;34;302;34;2;22
84;2020-S14;0;113;1667;80;5;130
84;2020-S14;A;0;228;0;2;15
84;2020-S14;B;17;529;6;3;53
84;2020-S14;C;33;373;19;0;31
84;2020-S14;D;21;197;17;0;8
84;2020-S14;E;42;340;38;0;23
85;2020-S10;0;27;2575;1;;
85;2020-S10;A;4;481;0;;
85;2020-S10;B;17;900;1;;
85;2020-S10;C;5;510;0;;
85;2020-S10;D;1;274;0;;
85;2020-S10;E;0;410;0;;
85;2020-S11;0;53;2432;5;;
85;2020-S11;A;7;504;0;;
85;2020-S11;B;36;833;2;;
85;2020-S11;C;5;449;0;;
85;2020-S11;D;4;235;3;;
85;2020-S11;E;1;411;0;;
85;2020-S12;0;89;1514;34;;
85;2020-S12;A;0;232;0;;
85;2020-S12;B;41;473;9;;
85;2020-S12;C;27;378;6;;
85;2020-S12;D;8;171;7;;
85;2020-S12;E;13;260;12;;
85;2020-S13;0;185;1439;94;;
85;2020-S13;A;17;188;4;;
85;2020-S13;B;49;427;12;;
85;2020-S13;C;57;392;27;;
85;2020-S13;D;20;151;13;;
85;2020-S13;E;42;281;38;;
85;2020-S14;0;158;1482;74;;
85;2020-S14;A;5;152;2;;
85;2020-S14;B;55;442;15;;
85;2020-S14;C;42;353;16;;
85;2020-S14;D;25;202;14;;
85;2020-S14;E;31;333;27;;
86;2020-S10;0;1;1612;1;;
86;2020-S10;A;0;320;0;;
86;2020-S10;B;1;603;1;;
86;2020-S10;C;0;276;0;;
86;2020-S10;D;0;151;0;;
86;2020-S10;E;0;262;0;;
86;2020-S11;0;1;1605;0;;
86;2020-S11;A;0;367;0;;
86;2020-S11;B;0;601;0;;
86;2020-S11;C;0;283;0;;
86;2020-S11;D;0;129;0;;
86;2020-S11;E;1;225;0;;
86;2020-S12;0;3;913;1;;
86;2020-S12;A;0;172;0;;
86;2020-S12;B;2;294;0;;
86;2020-S12;C;0;193;0;;
86;2020-S12;D;1;89;1;;
86;2020-S12;E;0;165;0;;
86;2020-S13;0;75;937;41;;
86;2020-S13;A;0;165;0;;
86;2020-S13;B;26;307;5;;
86;2020-S13;C;16;186;7;;
86;2020-S13;D;15;93;12;;
86;2020-S13;E;18;186;17;;
86;2020-S14;0;108;918;53;;
86;2020-S14;A;2;164;0;;
86;2020-S14;B;35;281;8;;
86;2020-S14;C;33;192;14;;
86;2020-S14;D;11;99;7;;
86;2020-S14;E;27;182;24;;
87;2020-S10;0;2;2036;1;0;1490
87;2020-S10;A;0;410;0;0;351
87;2020-S10;B;0;627;0;0;694
87;2020-S10;C;1;422;0;0;216
87;2020-S10;D;1;214;1;0;70
87;2020-S10;E;0;363;0;0;159
87;2020-S11;0;1;1938;0;3;1476
87;2020-S11;A;0;432;0;0;326
87;2020-S11;B;0;598;0;1;771
87;2020-S11;C;1;423;0;2;221
87;2020-S11;D;0;188;0;0;54
87;2020-S11;E;0;297;0;0;103
87;2020-S12;0;26;1154;19;66;839
87;2020-S12;A;0;233;0;5;177
87;2020-S12;B;4;308;1;47;394
87;2020-S12;C;8;251;4;10;140
87;2020-S12;D;7;128;7;2;52
87;2020-S12;E;7;234;7;2;75
87;2020-S13;0;58;1083;42;152;779
87;2020-S13;A;0;165;0;7;120
87;2020-S13;B;14;320;5;94;388
87;2020-S13;C;20;223;16;35;122
87;2020-S13;D;12;147;10;6;55
87;2020-S13;E;12;228;11;10;94
87;2020-S14;0;72;1027;51;108;715
87;2020-S14;A;0;146;0;4;95
87;2020-S14;B;19;286;9;77;360
87;2020-S14;C;19;227;10;14;126
87;2020-S14;D;10;129;10;4;57
87;2020-S14;E;24;239;22;9;77
88;2020-S10;0;46;2037;10;;
88;2020-S10;A;0;465;0;;
88;2020-S10;B;14;620;0;;
88;2020-S10;C;23;414;5;;
88;2020-S10;D;3;172;1;;
88;2020-S10;E;6;366;4;;
88;2020-S11;0;159;2012;44;;
88;2020-S11;A;3;401;0;;
88;2020-S11;B;65;649;1;;
88;2020-S11;C;39;411;7;;
88;2020-S11;D;20;203;12;;
88;2020-S11;E;32;348;24;;
88;2020-S12;0;340;1379;119;;
88;2020-S12;A;2;175;0;;
88;2020-S12;B;111;389;3;;
88;2020-S12;C;98;327;20;;
88;2020-S12;D;40;160;22;;
88;2020-S12;E;89;328;74;;
88;2020-S13;0;687;1465;262;;
88;2020-S13;A;5;120;0;;
88;2020-S13;B;223;461;9;;
88;2020-S13;C;217;400;70;;
88;2020-S13;D;97;180;67;;
88;2020-S13;E;145;304;116;;
88;2020-S14;0;430;1267;162;;
88;2020-S14;A;4;111;2;;
88;2020-S14;B;137;392;6;;
88;2020-S14;C;138;336;36;;
88;2020-S14;D;61;163;46;;
88;2020-S14;E;90;265;72;;
89;2020-S10;0;18;2469;4;2;671
89;2020-S10;A;0;556;0;0;179
89;2020-S10;B;12;827;3;0;259
89;2020-S10;C;2;507;0;2;133
89;2020-S10;D;2;192;1;0;52
89;2020-S10;E;2;386;0;0;47
89;2020-S11;0;75;2218;5;15;597
89;2020-S11;A;6;515;0;3;173
89;2020-S11;B;44;806;0;7;269
89;2020-S11;C;16;402;1;4;99
89;2020-S11;D;5;178;1;1;28
89;2020-S11;E;4;317;3;0;28
89;2020-S12;0;148;1490;25;81;528
89;2020-S12;A;4;251;0;4;99
89;2020-S12;B;75;541;8;63;265
89;2020-S12;C;37;339;7;11;113
89;2020-S12;D;8;122;2;2;38
89;2020-S12;E;24;237;8;1;13
89;2020-S13;0;260;1351;59;95;364
89;2020-S13;A;2;182;0;8;57
89;2020-S13;B;110;473;3;56;173
89;2020-S13;C;73;325;17;27;87
89;2020-S13;D;24;130;11;3;29
89;2020-S13;E;51;241;28;1;18
89;2020-S14;0;237;1234;64;77;318
89;2020-S14;A;3;157;0;6;47
89;2020-S14;B;91;428;7;42;160
89;2020-S14;C;78;302;13;27;82
89;2020-S14;D;22;125;13;2;13
89;2020-S14;E;43;222;31;0;16
90;2020-S10;0;10;1015;2;;
90;2020-S10;A;3;41;0;;
90;2020-S10;B;5;354;1;;
90;2020-S10;C;2;248;1;;
90;2020-S10;D;0;133;0;;
90;2020-S10;E;0;239;0;;
90;2020-S11;0;11;972;7;;
90;2020-S11;A;0;69;0;;
90;2020-S11;B;2;347;1;;
90;2020-S11;C;4;244;1;;
90;2020-S11;D;1;108;1;;
90;2020-S11;E;4;204;4;;
90;2020-S12;0;134;669;87;;
90;2020-S12;A;0;26;0;;
90;2020-S12;B;26;219;5;;
90;2020-S12;C;35;173;20;;
90;2020-S12;D;30;90;27;;
90;2020-S12;E;43;161;35;;
90;2020-S13;0;259;729;149;;
90;2020-S13;A;0;26;0;;
90;2020-S13;B;54;207;9;;
90;2020-S13;C;74;206;43;;
90;2020-S13;D;56;106;40;;
90;2020-S13;E;75;184;57;;
90;2020-S14;0;173;634;110;;
90;2020-S14;A;0;29;0;;
90;2020-S14;B;41;188;9;;
90;2020-S14;C;44;161;24;;
90;2020-S14;D;34;105;26;;
90;2020-S14;E;54;151;51;;
91;2020-S10;0;22;4365;4;1;1175
91;2020-S10;A;0;768;0;0;526
91;2020-S10;B;12;2001;1;1;370
91;2020-S10;C;5;867;0;0;157
91;2020-S10;D;2;302;1;0;45
91;2020-S10;E;3;427;2;0;77
91;2020-S11;0;147;4128;38;6;1079
91;2020-S11;A;1;692;0;0;443
91;2020-S11;B;68;1925;8;3;358
91;2020-S11;C;41;863;14;2;171
91;2020-S11;D;4;248;1;0;35
91;2020-S11;E;33;399;15;1;72
91;2020-S12;0;537;3015;131;149;1017
91;2020-S12;A;2;290;0;24;297
91;2020-S12;B;266;1388;41;79;390
91;2020-S12;C;186;789;53;36;207
91;2020-S12;D;36;209;18;6;58
91;2020-S12;E;47;339;19;4;65
91;2020-S13;0;868;2932;276;218;986
91;2020-S13;A;8;192;0;17;165
91;2020-S13;B;349;1329;68;105;384
91;2020-S13;C;321;863;109;72;247
91;2020-S13;D;87;228;40;11;73
91;2020-S13;E;103;320;59;13;117
91;2020-S14;0;700;2626;214;187;891
91;2020-S14;A;3;192;0;10;145
91;2020-S14;B;268;1123;34;85;319
91;2020-S14;C;265;781;74;74;226
91;2020-S14;D;76;219;46;9;77
91;2020-S14;E;88;311;60;9;124
92;2020-S10;0;21;6574;13;;
92;2020-S10;A;5;2132;5;;
92;2020-S10;B;7;2487;2;;
92;2020-S10;C;2;1019;1;;
92;2020-S10;D;3;347;2;;
92;2020-S10;E;4;589;3;;
92;2020-S11;0;161;6241;46;;
92;2020-S11;A;0;1900;0;;
92;2020-S11;B;80;2397;14;;
92;2020-S11;C;45;1084;12;;
92;2020-S11;D;14;335;6;;
92;2020-S11;E;22;525;14;;
92;2020-S12;0;388;3811;117;;
92;2020-S12;A;6;840;1;;
92;2020-S12;B;146;1452;13;;
92;2020-S12;C;126;844;29;;
92;2020-S12;D;48;285;26;;
92;2020-S12;E;62;390;48;;
92;2020-S13;0;867;3777;283;;
92;2020-S13;A;14;582;2;;
92;2020-S13;B;338;1436;28;;
92;2020-S13;C;301;1005;102;;
92;2020-S13;D;105;312;64;;
92;2020-S13;E;109;442;87;;
92;2020-S14;0;768;3426;285;;
92;2020-S14;A;12;516;0;;
92;2020-S14;B;259;1274;30;;
92;2020-S14;C;253;870;82;;
92;2020-S14;D;103;327;66;;
92;2020-S14;E;141;439;107;;
93;2020-S10;0;12;6899;6;;
93;2020-S10;A;1;1848;0;;
93;2020-S10;B;3;2994;0;;
93;2020-S10;C;6;1236;5;;
93;2020-S10;D;0;400;0;;
93;2020-S10;E;2;421;1;;
93;2020-S11;0;68;7180;14;;
93;2020-S11;A;4;1765;0;;
93;2020-S11;B;33;3334;5;;
93;2020-S11;C;20;1326;4;;
93;2020-S11;D;4;353;1;;
93;2020-S11;E;7;402;4;;
93;2020-S12;0;555;5208;98;;
93;2020-S12;A;12;772;1;;
93;2020-S12;B;286;2536;21;;
93;2020-S12;C;178;1272;37;;
93;2020-S12;D;45;308;19;;
93;2020-S12;E;34;320;20;;
93;2020-S13;0;1241;5049;317;;
93;2020-S13;A;7;528;1;;
93;2020-S13;B;506;2210;51;;
93;2020-S13;C;475;1484;118;;
93;2020-S13;D;157;434;77;;
93;2020-S13;E;96;393;70;;
93;2020-S14;0;1000;3846;319;;
93;2020-S14;A;9;356;6;;
93;2020-S14;B;367;1634;54;;
93;2020-S14;C;387;1134;126;;
93;2020-S14;D;128;361;62;;
93;2020-S14;E;109;361;71;;
94;2020-S10;0;38;6683;20;;
94;2020-S10;A;0;1360;0;;
94;2020-S10;B;19;2920;6;;
94;2020-S10;C;6;1285;3;;
94;2020-S10;D;2;425;1;;
94;2020-S10;E;11;693;10;;
94;2020-S11;0;399;6472;125;;
94;2020-S11;A;0;1209;0;;
94;2020-S11;B;216;2894;28;;
94;2020-S11;C;109;1340;42;;
94;2020-S11;D;27;421;16;;
94;2020-S11;E;47;607;39;;
94;2020-S12;0;862;4841;341;;
94;2020-S12;A;8;521;1;;
94;2020-S12;B;401;2178;99;;
94;2020-S12;C;290;1280;128;;
94;2020-S12;D;76;371;45;;
94;2020-S12;E;87;491;68;;
94;2020-S13;0;1816;5058;726;;
94;2020-S13;A;12;441;4;;
94;2020-S13;B;731;2099;130;;
94;2020-S13;C;696;1518;319;;
94;2020-S13;D;192;462;127;;
94;2020-S13;E;185;538;146;;
94;2020-S14;0;1513;4581;648;;
94;2020-S14;A;7;507;3;;
94;2020-S14;B;573;1774;112;;
94;2020-S14;C;577;1343;270;;
94;2020-S14;D;159;404;112;;
94;2020-S14;E;197;553;151;;
95;2020-S10;0;14;6008;2;16;2573
95;2020-S10;A;0;1794;0;2;1109
95;2020-S10;B;11;2349;0;10;980
95;2020-S10;C;2;1023;1;3;334
95;2020-S10;D;0;303;0;1;63
95;2020-S10;E;1;539;1;0;85
95;2020-S11;0;387;6600;133;117;2222
95;2020-S11;A;6;1943;3;16;874
95;2020-S11;B;188;2637;28;73;935
95;2020-S11;C;125;1100;45;24;293
95;2020-S11;D;33;363;25;3;50
95;2020-S11;E;35;556;32;1;70
95;2020-S12;0;871;4288;294;424;2250
95;2020-S12;A;15;781;4;49;645
95;2020-S12;B;375;1792;37;248;1011
95;2020-S12;C;312;1018;126;100;416
95;2020-S12;D;96;341;61;17;87
95;2020-S12;E;73;356;66;10;90
95;2020-S13;0;1722;4448;627;410;1561
95;2020-S13;A;12;539;7;21;330
95;2020-S13;B;711;1844;115;220;715
95;2020-S13;C;657;1305;250;120;309
95;2020-S13;D;186;366;130;29;95
95;2020-S13;E;156;394;125;20;112
95;2020-S14;0;1559;3931;557;331;1396
95;2020-S14;A;20;506;3;21;247
95;2020-S14;B;576;1490;67;161;566
95;2020-S14;C;603;1153;232;94;327
95;2020-S14;D;188;371;120;22;96
95;2020-S14;E;172;411;135;33;160
971;2020-S10;0;0;1745;0;;
971;2020-S10;A;0;476;0;;
971;2020-S10;B;0;597;0;;
971;2020-S10;C;0;341;0;;
971;2020-S10;D;0;148;0;;
971;2020-S10;E;0;183;0;;
971;2020-S11;0;0;1771;0;;
971;2020-S11;A;0;507;0;;
971;2020-S11;B;0;617;0;;
